conseq_id,mental_health_consequence,phys_health_consequence,obs_consequence,work_interfere,survey_id
643,Yes,Maybe,Yes,Never,643
644,Maybe,No,Yes,Rarely,644
645,Yes,Maybe,No,Never,645
646,Maybe,No,No,Sometimes,646
647,No,No,No,Sometimes,647
648,No,No,No,Sometimes,648
649,No,No,No,Often,649
650,No,No,No,Rarely,650
651,Maybe,Maybe,No,Never,651
652,No,No,Yes,Sometimes,652
653,Yes,Maybe,Yes,Never,653
654,Maybe,No,No,Never,654
655,Maybe,No,No,NA,655
656,No,Maybe,No,Rarely,656
657,No,No,No,Never,657
658,Maybe,No,No,Sometimes,658
659,No,No,No,NA,659
660,No,No,No,Rarely,660
661,No,No,No,Never,661
662,Maybe,Maybe,No,Never,662
663,Maybe,No,No,Never,663
664,No,No,No,Sometimes,664
665,Maybe,Maybe,No,Sometimes,665
666,Maybe,Maybe,Yes,NA,666
667,No,No,No,NA,667
668,Maybe,Maybe,No,Never,668
669,No,No,No,NA,669
670,No,No,No,Never,670
671,Maybe,No,No,Sometimes,671
672,No,No,No,NA,672
673,Maybe,No,No,Never,673
674,Maybe,Maybe,No,Sometimes,674
675,No,No,No,Sometimes,675
676,Maybe,Maybe,No,NA,676
677,Yes,No,No,Rarely,677
678,No,No,No,NA,678
679,No,No,No,Often,679
680,Maybe,No,Yes,Rarely,680
681,No,No,No,Sometimes,681
682,Maybe,Maybe,No,Often,682
683,No,No,No,Rarely,683
684,Yes,Maybe,No,NA,684
685,Yes,Maybe,No,Sometimes,685
686,No,No,No,Rarely,686
687,Maybe,Maybe,No,Sometimes,687
688,Maybe,No,No,NA,688
689,No,No,No,Sometimes,689
690,Maybe,Maybe,No,Sometimes,690
691,No,No,No,Never,691
692,No,No,No,NA,692
693,No,No,No,NA,693
694,Yes,No,No,NA,694
695,No,No,No,Sometimes,695
696,Maybe,Maybe,No,NA,696
697,Yes,Maybe,No,NA,697
698,Maybe,Maybe,No,NA,698
699,Maybe,Maybe,No,NA,699
700,Maybe,No,No,NA,700
701,No,No,Yes,Rarely,701
702,Maybe,No,No,Sometimes,702
703,No,No,No,Often,703
704,Yes,No,No,Sometimes,704
705,Maybe,No,Yes,Rarely,705
706,Yes,Yes,No,Never,706
707,No,No,No,Sometimes,707
708,Yes,No,No,NA,708
709,No,No,No,Often,709
710,Maybe,Maybe,No,NA,710
711,No,No,No,NA,711
712,No,No,No,Never,712
713,Maybe,No,No,Never,713
714,Yes,Maybe,No,Sometimes,714
715,Yes,No,No,Sometimes,715
716,Maybe,Maybe,No,NA,716
717,No,No,No,NA,717
718,No,No,No,NA,718
719,No,No,No,NA,719
720,Maybe,No,No,NA,720
721,Yes,No,Yes,Sometimes,721
722,Maybe,Maybe,No,NA,722
723,Yes,No,No,Never,723
724,No,No,No,Sometimes,724
725,No,No,No,Never,725
726,Maybe,Maybe,No,Rarely,726
727,Yes,Yes,No,Sometimes,727
728,No,No,No,NA,728
729,Yes,No,Yes,Sometimes,729
730,Yes,No,No,Often,730
731,Maybe,No,No,NA,731
732,No,No,No,NA,732
733,No,No,No,NA,733
734,No,No,No,NA,734
735,No,No,No,Never,735
736,No,No,No,NA,736
737,Maybe,No,No,Sometimes,737
738,Maybe,No,No,NA,738
739,Yes,Maybe,No,Sometimes,739
740,No,No,Yes,Sometimes,740
741,Yes,Maybe,No,NA,741
742,No,No,No,Sometimes,742
743,Maybe,No,No,Sometimes,743
744,Maybe,Maybe,No,Sometimes,744
745,No,No,No,Sometimes,745
746,No,No,No,NA,746
747,Maybe,No,No,NA,747
748,No,No,No,Rarely,748
749,No,No,No,Sometimes,749
750,No,No,No,NA,750
751,No,No,No,NA,751
752,Maybe,No,No,Sometimes,752
753,No,No,No,Never,753
754,No,No,No,Never,754
755,Maybe,No,No,Sometimes,755
756,Maybe,No,No,Sometimes,756
757,Yes,Maybe,No,Sometimes,757
758,Maybe,Maybe,No,Rarely,758
759,Yes,No,Yes,Often,759
760,No,No,No,Sometimes,760
761,Maybe,Maybe,No,Rarely,761
762,No,No,No,Sometimes,762
763,Yes,Yes,No,Sometimes,763
764,Yes,No,No,Sometimes,764
765,No,No,No,NA,765
766,Maybe,Yes,No,Sometimes,766
767,No,No,No,Never,767
768,Maybe,Maybe,No,Never,768
769,No,No,No,Never,769
770,Maybe,Maybe,No,Sometimes,770
771,Maybe,Maybe,No,Sometimes,771
772,Maybe,No,No,NA,772
773,No,No,No,NA,773
774,Yes,No,Yes,Rarely,774
775,Yes,No,Yes,Sometimes,775
776,Maybe,No,No,Sometimes,776
777,No,No,Yes,Sometimes,777
778,Maybe,No,No,NA,778
779,No,No,No,NA,779
780,No,No,No,Never,780
781,No,No,No,Sometimes,781
782,No,No,No,Sometimes,782
783,No,No,No,NA,783
784,No,No,No,NA,784
785,Maybe,No,Yes,Sometimes,785
786,No,No,No,NA,786
787,Maybe,No,No,Sometimes,787
788,Maybe,No,No,NA,788
789,No,No,No,Never,789
790,No,No,Yes,Rarely,790
791,Maybe,Maybe,No,Sometimes,791
792,Yes,No,Yes,Often,792
793,Yes,Maybe,Yes,Sometimes,793
794,Yes,Maybe,Yes,Sometimes,794
795,Maybe,No,Yes,Never,795
796,Yes,No,No,Often,796
797,Maybe,No,Yes,NA,797
798,Maybe,No,No,NA,798
799,Maybe,No,No,Sometimes,799
800,Yes,Maybe,No,Never,800
801,No,No,No,Sometimes,801
802,Yes,Maybe,No,NA,802
803,No,No,No,NA,803
804,Maybe,Maybe,No,NA,804
805,Yes,Maybe,Yes,Sometimes,805
806,Maybe,No,Yes,Sometimes,806
807,No,No,No,NA,807
808,No,No,No,NA,808
809,Maybe,No,No,Sometimes,809
810,Maybe,No,No,Never,810
811,No,No,No,Sometimes,811
812,Yes,No,Yes,Often,812
813,Maybe,Maybe,No,Never,813
814,Maybe,No,No,Sometimes,814
815,Yes,No,No,Sometimes,815
816,Maybe,No,No,Sometimes,816
817,Yes,Yes,No,Sometimes,817
818,No,No,No,Sometimes,818
819,No,No,No,Often,819
820,Yes,Maybe,No,Sometimes,820
821,No,No,No,Often,821
822,Yes,Yes,No,Never,822
823,No,No,No,NA,823
824,No,No,No,NA,824
825,Yes,Yes,Yes,Often,825
826,No,No,No,Never,826
827,Yes,Maybe,No,Sometimes,827
828,Maybe,No,No,Rarely,828
829,No,No,No,Sometimes,829
830,Maybe,No,No,Sometimes,830
831,Maybe,No,No,Never,831
832,No,No,No,Rarely,832
833,No,No,No,Rarely,833
834,Yes,No,No,Sometimes,834
835,Maybe,No,Yes,Sometimes,835
836,No,No,Yes,Often,836
837,Yes,Yes,No,NA,837
838,Maybe,No,No,NA,838
839,No,No,No,Rarely,839
840,Maybe,No,No,Sometimes,840
841,No,No,Yes,Sometimes,841
842,No,No,No,Sometimes,842
843,Maybe,No,No,Sometimes,843
844,No,No,No,NA,844
845,Yes,Yes,No,Sometimes,845
846,Maybe,No,No,Sometimes,846
847,No,No,No,Sometimes,847
848,No,No,No,Sometimes,848
849,No,No,No,Rarely,849
850,Maybe,No,No,Sometimes,850
851,Maybe,No,No,NA,851
852,Maybe,No,No,Never,852
853,Yes,Maybe,No,Sometimes,853
854,Maybe,No,No,NA,854
855,No,No,No,NA,855
856,No,No,No,Never,856
857,No,No,No,NA,857
858,Maybe,No,No,NA,858
859,Yes,Maybe,No,Rarely,859
860,Yes,Maybe,No,Rarely,860
861,No,No,No,Rarely,861
862,Maybe,No,No,Never,862
863,Yes,No,No,Often,863
864,Yes,Maybe,No,Rarely,864
865,Yes,Maybe,Yes,NA,865
866,Maybe,Maybe,No,Sometimes,866
867,Maybe,Maybe,No,NA,867
868,No,No,No,Sometimes,868
869,No,No,No,NA,869
870,No,No,No,Rarely,870
871,Maybe,No,Yes,Sometimes,871
872,Maybe,Maybe,Yes,NA,872
873,No,No,No,NA,873
874,Maybe,No,No,NA,874
875,Yes,No,No,Sometimes,875
876,Maybe,No,No,NA,876
877,Maybe,No,No,NA,877
878,Yes,Maybe,No,Never,878
879,Maybe,No,No,Never,879
880,Maybe,No,No,Sometimes,880
881,No,No,No,Never,881
882,Maybe,No,Yes,Never,882
883,No,No,No,Never,883
884,Maybe,Maybe,No,Sometimes,884
885,Maybe,No,No,Never,885
886,No,No,No,Rarely,886
887,No,No,No,NA,887
888,No,No,No,NA,888
889,Maybe,Maybe,Yes,Sometimes,889
890,Maybe,Maybe,No,Sometimes,890
891,Yes,No,No,Rarely,891
892,No,No,No,NA,892
893,Yes,Yes,No,Never,893
894,Maybe,Maybe,No,Often,894
895,No,No,No,NA,895
896,No,No,No,Never,896
897,Maybe,Maybe,No,Sometimes,897
898,No,No,No,Never,898
899,No,No,No,Sometimes,899
900,Yes,Maybe,No,Rarely,900
901,Yes,Yes,Yes,Rarely,901
902,Maybe,Maybe,Yes,Often,902
903,No,No,No,NA,903
904,No,No,No,Never,904
905,Yes,Maybe,Yes,Sometimes,905
906,Yes,Maybe,No,NA,906
907,Yes,Yes,No,Sometimes,907
908,Maybe,No,No,Rarely,908
909,Maybe,Maybe,Yes,Never,909
910,Yes,No,Yes,Sometimes,910
911,Maybe,Maybe,No,Rarely,911
912,No,No,No,Often,912
913,No,No,No,Sometimes,913
914,No,No,No,Sometimes,914
915,Yes,Maybe,No,Sometimes,915
916,Maybe,Maybe,No,Never,916
917,No,No,No,Sometimes,917
918,No,No,No,NA,918
919,Yes,Yes,No,Often,919
920,No,No,No,Sometimes,920
921,Maybe,No,No,Rarely,921
922,Maybe,Maybe,No,Sometimes,922
923,Yes,Maybe,Yes,Sometimes,923
924,No,No,No,NA,924
925,Yes,Maybe,No,Sometimes,925
926,Maybe,No,No,Sometimes,926
927,No,No,No,NA,927
928,No,No,No,NA,928
929,No,No,No,Never,929
930,Maybe,Maybe,No,Sometimes,930
931,No,No,No,Often,931
932,Yes,Maybe,Yes,Sometimes,932
933,Yes,Yes,No,Sometimes,933
934,Maybe,No,Yes,Sometimes,934
935,Maybe,No,No,Rarely,935
936,Yes,Maybe,No,Often,936
937,No,No,Yes,NA,937
938,Maybe,No,No,Rarely,938
939,Maybe,Maybe,No,Sometimes,939
940,Maybe,No,No,Rarely,940
941,Yes,No,Yes,Sometimes,941
942,Maybe,No,No,Sometimes,942
943,Yes,No,No,Sometimes,943
944,Maybe,No,No,Sometimes,944
945,Yes,No,No,Often,945
946,No,No,No,NA,946
947,No,No,No,Rarely,947
948,Maybe,Maybe,No,Sometimes,948
949,Maybe,No,No,Sometimes,949
950,No,No,No,Rarely,950
951,Yes,Maybe,Yes,Often,951
952,Yes,Maybe,Yes,Sometimes,952
953,Yes,Maybe,No,Rarely,953
954,Maybe,No,No,NA,954
955,No,No,No,Often,955
956,Yes,Maybe,No,Never,956
957,No,No,No,Rarely,957
958,No,No,No,Rarely,958
959,No,No,No,NA,959
960,No,No,No,NA,960
961,No,No,No,Sometimes,961
962,Yes,Maybe,No,Sometimes,962
963,Maybe,No,No,Often,963
964,Yes,Maybe,Yes,Often,964
965,Yes,Maybe,Yes,Sometimes,965
966,Maybe,No,No,Sometimes,966
967,No,No,No,Never,967
968,Maybe,No,No,Rarely,968
969,No,No,No,Sometimes,969
970,Yes,Maybe,Yes,Sometimes,970
971,Yes,Yes,Yes,Sometimes,971
972,No,No,No,Rarely,972
973,No,No,No,Never,973
974,No,No,No,NA,974
975,No,No,No,NA,975
976,Maybe,Maybe,Yes,Never,976
977,Maybe,Maybe,Yes,NA,977
978,Maybe,No,No,Never,978
979,Maybe,Maybe,No,Often,979
980,Maybe,Maybe,No,Sometimes,980
981,Yes,Maybe,Yes,Rarely,981
982,Yes,Yes,No,Often,982
983,Maybe,No,No,Often,983
984,No,No,No,Never,984
985,No,No,No,Sometimes,985
986,Yes,Yes,Yes,Rarely,986
987,Yes,No,No,Often,987
988,No,No,No,Sometimes,988
989,Yes,Yes,Yes,Often,989
990,No,No,No,NA,990
991,No,No,No,NA,991
992,No,No,No,Sometimes,992
993,Maybe,Maybe,No,NA,993
994,Yes,No,No,Sometimes,994
995,No,No,No,Sometimes,995
996,Maybe,No,No,Rarely,996
997,Yes,Yes,No,Never,997
998,Yes,No,No,Rarely,998
999,No,No,No,NA,999
1000,No,No,No,Often,1000
1001,Maybe,No,No,Sometimes,1001
1002,No,No,No,Often,1002
1003,Maybe,No,Yes,Sometimes,1003
1004,Yes,Yes,Yes,Sometimes,1004
1005,Maybe,No,No,Never,1005
1006,No,No,No,Sometimes,1006
1007,Yes,No,No,Sometimes,1007
1008,No,No,No,Sometimes,1008
1009,Yes,No,No,NA,1009
1010,Maybe,No,No,NA,1010
1011,Maybe,No,No,Never,1011
1012,Yes,Maybe,Yes,Sometimes,1012
1013,No,No,No,Sometimes,1013
1014,Yes,Maybe,No,Sometimes,1014
1015,Maybe,No,No,NA,1015
1016,No,No,No,NA,1016
1017,Yes,No,Yes,Often,1017
1018,Maybe,No,No,Sometimes,1018
1019,Yes,No,Yes,Rarely,1019
1020,No,No,No,Never,1020
1021,Maybe,Maybe,Yes,Sometimes,1021
1022,No,No,No,Never,1022
1023,Maybe,Maybe,No,NA,1023
1024,Maybe,No,No,Sometimes,1024
1025,Maybe,Maybe,No,Sometimes,1025
1026,Maybe,No,No,Never,1026
1027,No,No,No,Sometimes,1027
1028,Yes,Yes,No,Never,1028
1029,Maybe,Maybe,No,NA,1029
1030,No,No,No,NA,1030
1031,No,No,No,Rarely,1031
1032,Yes,Maybe,No,Sometimes,1032
1033,Yes,No,Yes,Often,1033
1034,Yes,Maybe,Yes,Never,1034
1035,Maybe,No,No,Sometimes,1035
1036,No,No,No,Sometimes,1036
1037,Yes,No,No,NA,1037
1038,No,No,No,Sometimes,1038
1039,No,No,No,NA,1039
1040,Yes,No,No,Sometimes,1040
1041,No,No,No,NA,1041
1042,Yes,No,No,Sometimes,1042
1043,Maybe,No,No,Sometimes,1043
1044,Maybe,No,Yes,Often,1044
1045,Maybe,No,No,Sometimes,1045
1046,No,No,No,Sometimes,1046
1047,No,No,Yes,Sometimes,1047
1048,No,No,Yes,Often,1048
1049,No,No,Yes,Sometimes,1049
1050,No,No,Yes,Sometimes,1050
1051,Yes,No,No,Sometimes,1051
1052,No,No,No,Often,1052
1053,No,No,No,Never,1053
1054,Maybe,No,No,Rarely,1054
1055,No,No,No,Sometimes,1055
1056,Maybe,No,No,Never,1056
1057,Maybe,No,No,Never,1057
1058,Maybe,No,No,Often,1058
1059,No,No,No,Rarely,1059
1060,No,No,No,Often,1060
1061,Maybe,No,No,Sometimes,1061
1062,No,No,No,Never,1062
1063,Maybe,No,No,Often,1063
1064,Maybe,No,No,Sometimes,1064
1065,No,No,Yes,Often,1065
1066,Maybe,Maybe,No,Never,1066
1067,Maybe,No,No,Never,1067
1068,Maybe,No,No,Never,1068
1069,Yes,Maybe,No,NA,1069
1070,Maybe,Maybe,No,Sometimes,1070
1071,Maybe,No,No,Sometimes,1071
1072,Maybe,Maybe,Yes,Rarely,1072
1073,No,No,No,Never,1073
1074,Maybe,No,No,Sometimes,1074
1075,Yes,Yes,Yes,Sometimes,1075
1076,Maybe,Maybe,No,Sometimes,1076
1077,Maybe,No,Yes,Often,1077
1078,Yes,Maybe,No,Sometimes,1078
1079,Maybe,No,No,Sometimes,1079
1080,Maybe,No,No,Often,1080
1081,No,Maybe,No,Often,1081
1082,Yes,No,No,Often,1082
1083,No,No,No,Often,1083
1084,Maybe,Maybe,No,Sometimes,1084
1085,No,No,No,NA,1085
1086,No,No,No,Sometimes,1086
1087,Yes,Maybe,No,Never,1087
1088,No,No,No,Sometimes,1088
1089,Maybe,No,No,Sometimes,1089
1090,No,No,No,Never,1090
1091,Maybe,No,No,Never,1091
1092,Yes,No,No,Often,1092
1093,Yes,No,No,Sometimes,1093
1094,No,No,No,Sometimes,1094
1095,No,No,Yes,Sometimes,1095
1096,No,No,No,Rarely,1096
1097,Maybe,No,Yes,Sometimes,1097
1098,No,No,No,NA,1098
1099,No,No,No,Never,1099
1100,Maybe,No,No,NA,1100
1101,Maybe,No,No,Sometimes,1101
1102,Yes,Yes,Yes,Often,1102
1103,No,No,No,Sometimes,1103
1104,Yes,Maybe,No,Never,1104
1105,Maybe,No,No,Rarely,1105
1106,Maybe,Maybe,No,Sometimes,1106
1107,No,No,No,Rarely,1107
1108,Yes,No,No,Often,1108
1109,Maybe,Maybe,No,Often,1109
1110,No,No,No,Sometimes,1110
1111,Maybe,Maybe,No,Often,1111
1112,Maybe,No,No,NA,1112
1113,No,No,No,Sometimes,1113
1114,Maybe,No,No,NA,1114
1115,Maybe,No,Yes,Sometimes,1115
1116,Maybe,No,No,Never,1116
1117,Yes,Maybe,No,Sometimes,1117
1118,Yes,No,No,Rarely,1118
1119,Yes,Yes,No,Never,1119
1120,No,No,Yes,Rarely,1120
1121,Maybe,No,No,Sometimes,1121
1122,Maybe,No,No,Never,1122
1123,No,No,No,Rarely,1123
1124,No,No,No,NA,1124
1125,Maybe,No,Yes,Often,1125
1126,No,No,No,Sometimes,1126
1127,Yes,Yes,Yes,Often,1127
1128,Maybe,No,No,Sometimes,1128
1129,Maybe,No,No,NA,1129
1130,Yes,No,No,Sometimes,1130
1131,Maybe,No,Yes,NA,1131
1132,Maybe,Maybe,No,Rarely,1132
1133,Yes,No,Yes,Rarely,1133
1134,Yes,No,Yes,Rarely,1134
1135,Maybe,No,No,Sometimes,1135
1136,No,No,No,Sometimes,1136
1137,Maybe,Maybe,No,NA,1137
1138,Maybe,No,No,Sometimes,1138
1139,Maybe,No,No,Sometimes,1139
1140,No,No,No,Often,1140
1141,Maybe,Maybe,Yes,Rarely,1141
1142,Yes,Maybe,Yes,Sometimes,1142
1143,Maybe,No,No,NA,1143
1144,No,No,No,Never,1144
1145,Maybe,No,No,Sometimes,1145
1146,No,No,No,Sometimes,1146
1147,Maybe,Maybe,No,Sometimes,1147
1148,Yes,No,No,Often,1148
1149,Maybe,No,No,Rarely,1149
1150,Maybe,Maybe,Yes,Sometimes,1150
1151,Yes,Maybe,No,Never,1151
1152,No,No,No,Rarely,1152
1153,No,No,No,Rarely,1153
1154,Yes,No,No,Often,1154
1155,No,No,No,Never,1155
1156,Yes,Yes,No,Never,1156
1157,No,No,No,Never,1157
1158,No,No,No,Rarely,1158
1159,Yes,No,No,Never,1159
1160,Yes,No,No,Sometimes,1160
1161,Maybe,Yes,No,Never,1161
1162,Yes,Yes,No,NA,1162
1163,Maybe,No,No,Sometimes,1163
1164,Maybe,No,No,Often,1164
1165,Maybe,No,No,Sometimes,1165
1166,Maybe,No,No,Sometimes,1166
1167,Maybe,No,No,Never,1167
1168,Yes,No,No,Often,1168
1169,Maybe,No,No,Sometimes,1169
1170,Maybe,No,No,NA,1170
1171,Yes,Maybe,No,NA,1171
1172,No,No,Yes,Sometimes,1172
1173,Maybe,No,Yes,Sometimes,1173
1174,Yes,Yes,No,Rarely,1174
1175,No,No,Yes,NA,1175
1176,Maybe,Maybe,No,Rarely,1176
1177,No,No,Yes,Never,1177
1178,No,No,No,Sometimes,1178
1179,Maybe,Maybe,No,Sometimes,1179
1180,Maybe,Maybe,No,Sometimes,1180
1181,Maybe,No,Yes,Sometimes,1181
1182,Maybe,Maybe,Yes,Never,1182
1183,Maybe,Maybe,No,Sometimes,1183
1184,Yes,Maybe,No,Often,1184
1185,No,No,No,Never,1185
1186,Maybe,Maybe,No,Rarely,1186
1187,Maybe,No,No,Sometimes,1187
1188,Maybe,No,No,NA,1188
1189,Maybe,No,No,Sometimes,1189
1190,Maybe,No,No,Sometimes,1190
1191,Maybe,No,No,Sometimes,1191
1192,No,No,No,Never,1192
1193,No,No,No,Never,1193
1194,No,No,No,NA,1194
1195,Yes,Yes,No,Sometimes,1195
1196,Maybe,No,No,Rarely,1196
1197,Yes,Maybe,No,Often,1197
1198,Yes,Maybe,No,Often,1198
1199,Maybe,No,No,NA,1199
1200,Yes,No,No,Often,1200
1201,Yes,Yes,Yes,Rarely,1201
1202,No,No,No,NA,1202
1203,Maybe,Maybe,No,NA,1203
1204,Maybe,No,No,Never,1204
1205,No,No,No,Sometimes,1205
1206,Maybe,No,No,Often,1206
1207,Maybe,Maybe,No,Sometimes,1207
1208,No,No,Yes,Often,1208
1209,Maybe,No,No,Sometimes,1209
1210,Maybe,Maybe,No,NA,1210
1211,Yes,No,Yes,Never,1211
1212,Maybe,Maybe,Yes,Sometimes,1212
1213,Yes,Yes,Yes,Sometimes,1213
1214,Maybe,No,No,Often,1214
1215,Maybe,Maybe,No,NA,1215
1216,No,No,No,Rarely,1216
1217,Yes,Yes,No,Never,1217
1218,Maybe,Maybe,No,NA,1218
1219,No,No,No,Sometimes,1219
1220,Maybe,No,No,Often,1220
1221,No,No,No,Sometimes,1221
1222,No,No,No,Rarely,1222
1223,Maybe,No,Yes,Never,1223
1224,Maybe,No,Yes,Sometimes,1224
1225,No,No,No,Rarely,1225
1226,Maybe,Maybe,No,NA,1226
1227,Maybe,No,No,Never,1227
1228,Yes,No,No,Sometimes,1228
1229,Yes,No,No,NA,1229
1230,No,No,No,Sometimes,1230
1231,Maybe,Maybe,Yes,Sometimes,1231
1232,No,No,No,Sometimes,1232
1233,No,No,No,Rarely,1233
1234,Yes,Maybe,No,Sometimes,1234
1235,Maybe,No,No,Often,1235
1236,Maybe,Maybe,No,Often,1236
1237,Yes,Maybe,Yes,Sometimes,1237
1238,Yes,Maybe,Yes,Often,1238
1239,Maybe,No,No,Sometimes,1239
1240,No,No,No,Sometimes,1240
1241,Maybe,No,No,Often,1241
1242,Maybe,No,No,Rarely,1242
1243,No,No,No,Rarely,1243
1244,Maybe,No,No,NA,1244
1245,Maybe,Maybe,Yes,Often,1245
1246,No,No,No,Never,1246
1247,Yes,No,Yes,Often,1247
1248,Yes,Maybe,No,Sometimes,1248
1249,No,No,No,Sometimes,1249
1250,No,No,No,Often,1250
1251,No,No,No,Often,1251
1252,Yes,No,No,Sometimes,1252
1253,Maybe,Maybe,No,Rarely,1253
1254,No,No,No,NA,1254
1255,No,No,No,Often,1255
1256,Yes,Yes,No,Sometimes,1256
1257,Yes,No,No,NA,1257
1258,Maybe,No,No,Sometimes,1258